id,dienbienca,nhanvien
0637a946,3fb4f9c1,a6e2979c
1d1d534d,2c21c87f,a782b548
d12179d4,5734b9df,1
776ee0b9,20332a00,a6e2979c
fb000921,98e50c13,a6e2979c
ae01e95a,9c7e5076,a782b548
a8c8bba5,fdcc8be0,d8a65191
056ee91d,fdcc8be0,1b836613
610589a4,fc531f80,21827101
c32fc6b7,fc531f80,4613f12e
50ade032,1eb1c4f5,a6e2979c
70896a89,5f4ceb56,a782b548
ac0b3738,5f4ceb56,2
348bcda7,30caf481,040b166c
fbdebbf8,7447142a,a6e2979c
b7fdcc76,cbaa039e,a782b548
eed34061,0ac8a67c,1
71cd1f05,37e5a0f2,2a776990
040952f4,751d06e7,21827101
19e0a72a,751d06e7,1b836613
7db86334,9d4eac47,a782b548
a71008b5,9d4eac47,1b836613
94057941,c4a16f1d,09659890
1eb03417,c4a16f1d,1b836613
1df05d6d,c4a16f1d,1e6859b8
42106215,b6898af9,a6e2979c
ad0e282f,40f88869,a782b548
88590b9d,034553cb,a6e2979c
84a2183b,bb03fed1,a782b548
e973a1a8,d494453d,eda5cc45
95a54a8a,d494453d,24123f75
cc140f5b,facca865,a782b548
0f048561,facca865,2
22d27cfd,e1fad95c,09659890
c68d60da,e1fad95c,1e6859b8
f9191db3,a6d52b2e,d6c4ddf3
8c23fc19,a6d52b2e,aa970df1
1557cab2,a6d52b2e,d0fb355f
52b8f3fa,05b9d0ce,a6e2979c
54fdab93,1b0af3d9,a782b548
9c52cecd,1486b080,a782b548
7fd2ba2c,ce492619,a6e2979c
727b3fb8,86d25a8a,d6f9d4c3
8120812b,da917939,2
415c6df7,da917939,4613f12e
3df2db3b,da917939,a6e2979c
89ae470a,dd6b0eeb,ec0565d2
5ea1d1a8,59bf8559,bc812b63
723f33cc,e83ce5fe,1
cf45f97a,c90880b1,dcbc5c46
c5198d87,c90880b1,d6c4ddf3
f03fe4d2,fbb1474a,2
2011708a,fbb1474a,9e472a0c
0b3fa4af,fbb1474a,8aaf08ce
90c90ccb,f5383c41,1
08ddd51d,b3461aab,09659890
818b2b05,b3461aab,21827101
1188c8b4,b3461aab,79f5ae44
28ba44a5,d4281223,e85ebd9b
43a55b28,d4281223,06b3bbaf
c867f932,00f772ed,a6e2979c
b3fd57aa,d90335a7,a782b548
2ae5fd5a,1b00927e,1
87ebd2da,0421fd05,2
9aaa4280,b90f3572,d6c4ddf3
02a4c1c4,b90f3572,1
74f5778e,082cc5b0,a782b548
ef0a5ac0,009c308e,55d873c8
a06b6731,009c308e,2
883ee1c6,cb48c6f6,1
abca4c99,00f1f537,2
5dbce575,6c0671a1,a782b548
1ae5c337,c9362522,a782b548
a1b11999,e86fd949,2
e85d6e16,7358fe70,a782b548
8054966b,7358fe70,2
c47b6a49,f124f6b8,4c6f0f20
b9a836ed,3c424caf,2
671e51d9,3c424caf,4613f12e
45657a8a,c11c153e,40e103fe
6972e20e,c11c153e,09659890
bf8d6ef8,d9745fd5,1e6859b8
6025ad52,c7d5ce58,2
f676ad5c,ecbd7ab2,a782b548
21267f1e,78c3274e,1e6859b8
fff28940,78c3274e,d8a65191
0b895f50,d9b6ec61,2
0dc951ba,bd8e4cfe,d8a65191
695da104,bd758b50,1
48c6b915,cc60fdca,1
b3a1e012,19d1d8eb,1
d32f197d,b9dd2669,1
a80d80ca,7a68af3d,2a776990
c6274d4c,793f9c7f,1
4fc8b6a5,b958f3be,ce1e9417
5d05dccb,b958f3be,1b836613
9bdd05f8,a69f7d37,1b836613
6e6da413,a69f7d37,4c6f0f20
0e655029,dfc0b7d7,21827101
218c2b45,dfc0b7d7,09659890
796e027c,4076975a,4c6f0f20
c43fb98f,4076975a,09659890
3f25cd7c,3f03ac69,1
8b3bbe0d,a3b7d57e,2
2a8b01d9,530117d5,d8a65191
9de1c909,71c5a6c5,d8a65191
489f1093,295d6678,2
e3659d43,3307b2b4,1
5ebe955e,414a0181,1
9efec767,296829fa,2
20e5527b,296829fa,4613f12e
7c7243e4,8f3d5720,2
083b1bff,8f3d5720,6adcdb94
2a1dc8be,074c582b,4613f12e
f2760e5e,074c582b,2
b62d6a1b,cbd2f9a6,1b836613
3dc42627,cbd2f9a6,4613f12e
07dcee71,f4f41ba7,2
e9617705,85c79ef1,d8a65191
2b17f4a6,3d538f00,2
85edce88,8fd3c944,d8a65191
5d509795,4d22eb8a,1
eba53a3a,28e0ca6b,1
685f653a,1fea427c,1
f590070e,a2f83cb7,2
5e097356,a2f83cb7,d8a65191
8d9f196d,295a49f5,bc812b63
ee410c95,8395dff4,1
,,
ab48c9d7,65d69bf0,2
2891f344,2b93b2ad,d8a65191
c0c8f102,7a1c0ab1,2414884e
bc854a27,8554e3c0,a782b548
cfd2f841,0507e1a1,efc04e94
b745931c,0507e1a1,eda5cc45
207f0466,34a2e5f8,efc04e94
3e09cc58,34a2e5f8,08891ad3
65be7fe4,34a2e5f8,f22806c9
007fe448,55d85856,6a9674f0
6071e2b1,55d85856,2bab3c2d
698bda24,76c9610b,a6e2979c
c056c018,122ab15b,a782b548
802d8561,6386c285,2
21f1d2af,bed0bc00,2
2a2be7e7,bed0bc00,a782b548
10d263ac,bed0bc00,ce1e9417
b9e6c704,bed0bc00,a6e2979c
cf88f0d5,faf2736e,a782b548
7d5c2f9e,02adf472,1a09a061
0fe756b1,02adf472,a6e2979c
e3a1c894,25f58e9b,00af8a32
d74535cd,cc85bfde,09659890
7d56170c,cc85bfde,09659890
e8ba55d7,cc85bfde,40e103fe
ea16f599,641c0e1a,d8a65191
2488989d,62533bf1,2
31539cc2,adc7b260,2
94eb5bc4,adc7b260,79f5ae44
a719e91d,a1913b10,a6e2979c
5ac35487,12271c86,a782b548
359ed150,f13fe30c,4613f12e
36cdc939,f13fe30c,2
85f51537,44a8373d,2a776990
043799a3,1d7b098c,21827101
082bc6ba,4db6fc46,40e103fe
7e28a634,ae60bdac,1
c5e205ed,33cced3f,d8a65191
164fcf4a,91c8b2fe,1
e44bf106,ef189c8f,a6e2979c
ead5d012,3482f9d6,a6e2979c
46999f66,9469b8c0,a782b548
6a424298,176db995,2
463b892b,176db995,a6e2979c
d03d11c9,176db995,4613f12e
61e3b6a6,1c4d1157,2
3c8670ba,c30c321a,a6e2979c
9755987a,90f3c50e,1
cab24092,261d1d43,21827101
f37ea4d8,eb436eed,a6e2979c
86a5737d,bd82e8db,d8a65191
45e858a9,3e79c040,a6e2979c
8001ebc4,664bcd8d,d8a65191
07ad0cd3,535250ef,1
c29f9943,2a8dc2e2,1
9c64ef55,2b0a88be,4964a714
8997f929,2b0a88be,2
2aea9740,088ef1e8,0ebf75ce
4829fddb,088ef1e8,6a9674f0
9ae5e731,088ef1e8,2
ca58d500,785b0fbd,2
6008458c,785b0fbd,4613f12e
360f22af,785b0fbd,a6e2979c
e09ee042,ccd191d5,2
fac4bb85,d6022a81,1
4a333530,4fa20ec8,1
0004d72a,205f0ce9,2
87add382,205f0ce9,4613f12e
7bbcfcce,79b942af,d8a65191
f2e5dc78,b6d14aa2,2
f3b8d0c9,c641b20c,2
6f9746d6,c641b20c,d8a65191
a6d500fc,bda56d90,a6e2979c
7e610e41,35ec683a,a782b548
6f129f32,8a8fbbba,2
4b982b62,8a8fbbba,d8a65191
5333ca9c,3c325477,2a776990
346769ed,0212f329,21827101
df424749,5595b729,d8a65191
7a0f623e,10d588b1,a6e2979c
b7623397,b7b96491,a6e2979c
15a5b8bb,69efa9c3,a782b548
e420abbd,2de0043b,2
7f0be4cb,2de0043b,4613f12e
3a4b9186,2de0043b,a6e2979c
5600bd00,adcba4da,21827101
0ad2e151,0399c327,a782b548
d8c8a354,93688643,a782b548
42527f94,05c5f3a9,a6e2979c
dc8ca9f9,001306f3,a782b548
ce6529ff,12eef189,d8a65191
a2d5617c,12eef189,2
1909d63e,6a032aa3,efc04e94
19b1fbe2,6a032aa3,eda5cc45
60a4a272,6a032aa3,21512d39
62067855,ea10b44f,62f18ef9
76ce56a4,49c26197,2
2b6d9ee7,49c26197,4613f12e
5a77a3d9,2bbd9c56,bc812b63
5daa35f3,4e64f602,8aaf08ce
11d71005,4e64f602,9e472a0c
11491b3c,4e64f602,2
3ce25bda,ee8f0285,a6e2979c
bcb9fc5e,d223c0e9,8cd029d1
